TransactionID,AccountID,Type,Category,Subcategory,Amount,Date,Status,InvoiceNumber,InvestmentID
T5565,1,Income,Bonus,Bonus,5686.02,2/5/2024,Cancelled,NULL,NULL
T5257,2,Expense,Rent,Rent,2339.0144,2/5/2024,Pending,NULL,NULL
T6766,2,Income,Freelance,Freelance,2589.228,3/5/2024,Cancelled,NULL,NULL
T3717,1,Expense,Restaurant,Restaurant,3006.5344,3/5/2024,Completed,NULL,NULL
T2430,2,Expense,Sending Money to Family,Sending Money to Family,1163.0848,3/5/2024,Cancelled,INV-7161,NULL
T7101,1,Expense,Rent,Rent,77.664,3/5/2024,Completed,NULL,NULL
T5772,1,Income,Salary,Salary,7094.844,4/5/2024,Pending,NULL,NULL
T3444,2,Expense,Groceries,Groceries,1234.4032,4/5/2024,Cancelled,NULL,NULL
T5454,1,Expense,Restaurant,Restaurant,3146.7136,4/5/2024,Completed,NULL,NULL
T7895,1,Expense,Sending Money to Family,Sending Money to Family,912.32,4/5/2024,Pending,NULL,NULL
T2435,2,Income,Bonus,Bonus,7988.706,5/5/2024,Completed,NULL,NULL
T5329,1,Expense,Food and Drink,Food and Drink,559.0176,5/5/2024,Completed,INV-7947,NULL
T1279,1,Expense,Restaurant,Restaurant,2040.6656,5/5/2024,Cancelled,NULL,NULL
T5518,1,Expense,Taxes,Taxes,1488.1824,6/5/2024,Pending,INV-7477,NULL
T7463,1,Expense,Sending Money to Family,Sending Money to Family,909.04,6/5/2024,Pending,NULL,NULL
T3553,2,Expense,Food and Drink,Food and Drink,886.1312,6/5/2024,Completed,INV-2530,NULL
T3610,1,Expense,Personal Care,Personal Care,136.9248,6/5/2024,Completed,NULL,NULL
T5639,1,Expense,Restaurant,Restaurant,114.5856,6/5/2024,Cancelled,NULL,NULL
T9202,2,Expense,Groceries,Groceries,99.3216,6/5/2024,Pending,NULL,NULL
T7272,1,Expense,Utilities,Utilities,1535.632,6/5/2024,Pending,INV-5999,NULL
T1223,2,Income,Freelance,Freelance,5357.088,7/5/2024,Pending,NULL,NULL
T1398,2,Expense,Utilities,Utilities,733.584,7/5/2024,Pending,NULL,NULL
T6351,2,Income,Salary,Salary,5306.454,7/5/2024,Cancelled,NULL,NULL
T6763,2,Expense,Rent,Rent,2672.9152,7/5/2024,Completed,NULL,NULL
T9046,1,Expense,Groceries,Groceries,996.0352,7/5/2024,Cancelled,NULL,NULL
T8337,1,Income,Salary,Salary,6291.756,7/5/2024,Cancelled,NULL,NULL
T3963,2,Income,Bonus,Bonus,3541.266,8/5/2024,Cancelled,NULL,NULL
T7750,2,Expense,Groceries,Groceries,211.6928,8/5/2024,Cancelled,NULL,NULL
T7343,1,Expense,Sending Money to Family,Sending Money to Family,192.6208,8/5/2024,Pending,NULL,NULL
T8408,2,Expense,Groceries,Groceries,268.1312,9/5/2024,Cancelled,INV-2210,NULL
T3976,1,Expense,Utilities,Utilities,357.5776,9/5/2024,Completed,INV-2281,NULL
T4665,2,Expense,Taxes,Taxes,353.3312,10/5/2024,Pending,INV-3142,NULL
T6367,2,Income,Salary,Salary,4707.864,10/5/2024,Cancelled,NULL,NULL
T4114,1,Expense,Groceries,Groceries,1525.4592,10/5/2024,Pending,NULL,NULL
T1657,2,Expense,Restaurant,Restaurant,487.4624,10/5/2024,Cancelled,NULL,NULL
T3020,2,Income,Salary,Salary,6908.202,10/5/2024,Cancelled,NULL,NULL
T1513,2,Expense,Rent,Rent,615.8336,10/5/2024,Completed,NULL,NULL
T8755,2,Expense,Sending Money to Family,Sending Money to Family,853.5872,10/5/2024,Cancelled,INV-9272,NULL
T1236,1,Income,Salary,Salary,4266.36,11/5/2024,Pending,NULL,NULL
T7625,2,Expense,Taxes,Taxes,847.6032,11/5/2024,Cancelled,NULL,NULL
T3130,2,Expense,Food and Drink,Food and Drink,507.2352,11/5/2024,Completed,INV-4004,NULL
T6089,2,Expense,Rent,Rent,302.6432,11/5/2024,Completed,NULL,NULL
T3960,1,Income,Bonus,Bonus,830.97,11/5/2024,Completed,NULL,NULL
T7569,1,Expense,Rent,Rent,2612.5888,11/5/2024,Completed,NULL,NULL
T7552,2,Expense,Food and Drink,Food and Drink,173.7696,12/5/2024,Cancelled,NULL,NULL
T8695,1,Income,Freelance,Freelance,1833.822,12/5/2024,Pending,NULL,NULL
T4779,1,Expense,Groceries,Groceries,331.7088,12/5/2024,Completed,INV-4907,NULL
T9888,2,Income,Freelance,Freelance,3040.614,13/05/2024,Cancelled,NULL,NULL
T6967,1,Expense,Food and Drink,Food and Drink,104.64984,13/05/2024,Completed,INV-8329,NULL
T8061,1,Income,Freelance,Freelance,344.952,13/05/2024,Pending,NULL,NULL
T7790,2,Expense,Taxes,Taxes,110.96028,13/05/2024,Pending,NULL,NULL
T2943,1,Expense,Personal Care,Personal Care,102.69144,13/05/2024,Pending,INV-5049,NULL
T3266,2,Expense,Rent,Rent,250.92,13/05/2024,Cancelled,NULL,NULL
T6038,1,Expense,Personal Care,Personal Care,91.02384,13/05/2024,Completed,NULL,NULL
T2626,1,Income,Bonus,Bonus,4549.446,14/05/2024,Pending,NULL,NULL
T1521,1,Expense,Rent,Rent,337.0032,14/05/2024,Completed,NULL,NULL
T2948,1,Expense,Rent,Rent,318.1932,14/05/2024,Completed,NULL,NULL
T2712,2,Expense,Transport,Transport,32.52384,15/05/2024,Completed,INV-5284,NULL
T7890,1,Income,Freelance,Freelance,3244.194,15/05/2024,Cancelled,NULL,NULL
T7314,1,Expense,Transport,Transport,92.241,15/05/2024,Cancelled,INV-9048,NULL
T7597,2,Income,Freelance,Freelance,1955.232,15/05/2024,Cancelled,NULL,NULL
T6095,1,Expense,Groceries,Groceries,116.71308,16/05/2024,Completed,INV-8654,NULL
T2880,1,Expense,Personal Care,Personal Care,91.4274,16/05/2024,Completed,NULL,NULL
T8511,2,Income,Bonus,Bonus,2360.646,16/05/2024,Cancelled,NULL,NULL
T5103,2,Expense,Utilities,Utilities,100.06236,16/05/2024,Completed,INV-6944,NULL
T3000,1,Expense,Groceries,Groceries,171.01656,16/05/2024,Cancelled,INV-3645,NULL
T9738,1,Income,Bonus,Bonus,8615.79,18/05/2024,Cancelled,NULL,NULL
T3940,1,Expense,Utilities,Utilities,155.51928,18/05/2024,Completed,INV-8239,NULL
T3884,2,Expense,Restaurant,Restaurant,350.24904,18/05/2024,Completed,NULL,NULL
T1000,2,Expense,Taxes,Taxes,72.83412,18/05/2024,Pending,INV-3025,NULL
T7069,1,Expense,Groceries,Groceries,101.44332,18/05/2024,Cancelled,INV-8581,NULL
T3721,2,Expense,Food and Drink,Food and Drink,100.40256,19/05/2024,Completed,INV-2801,NULL
T5110,2,Expense,Restaurant,Restaurant,273.29328,19/05/2024,Completed,NULL,NULL
T7770,2,Income,Bonus,Transfer In,7048.062,19/05/2024,Cancelled,NULL,NULL
T6084,1,Expense,Restaurant,Restaurant,305.15544,19/05/2024,Pending,NULL,NULL
T1210,1,Expense,Taxes,Taxes,119.2158,19/05/2024,Pending,NULL,NULL
T4527,2,Expense,Transport,Transport,88.42752,19/05/2024,Cancelled,INV-5124,NULL
T7590,2,Expense,Rent,Rent,109.48536,20/05/2024,Pending,NULL,NULL
T6503,1,Expense,Sending Money to Family,Sending Money to Family,106.70832,20/05/2024,Pending,NULL,NULL
T1406,1,Expense,Personal Care,Personal Care,31.63068,20/05/2024,Pending,INV-2220,NULL
T4668,2,Expense,Taxes,Taxes,144.31752,20/05/2024,Completed,INV-3310,NULL
T6627,2,Expense,Utilities,Utilities,58.39452,20/05/2024,Pending,NULL,NULL
T7693,1,Expense,Utilities,Utilities,163.14552,20/05/2024,Pending,INV-1511,NULL
T4969,1,Expense,Sending Money to Family,Sending Money to Family,10.66032,20/05/2024,Cancelled,NULL,NULL
T8362,1,Income,Bonus,Bonus,2545.254,20/05/2024,Pending,NULL,NULL
T3010,1,Expense,Restaurant,Restaurant,67.95504,21/05/2024,Cancelled,NULL,NULL
T3350,1,Income,Freelance,Freelance,4731.498,22/05/2024,Cancelled,NULL,NULL
T8263,1,Expense,Food and Drink,Food and Drink,54.32868,22/05/2024,Pending,INV-3283,NULL
T9005,1,Expense,Food and Drink,Food and Drink,104.82264,22/05/2024,Completed,INV-2631,NULL
T7492,2,Expense,Groceries,Groceries,104.97816,22/05/2024,Cancelled,NULL,NULL
T6282,2,Expense,Restaurant,Restaurant,334.12248,22/05/2024,Completed,NULL,NULL
T4297,1,Income,Salary,Salary,4762.818,22/05/2024,Pending,NULL,NULL
T5250,2,Expense,Groceries,Groceries,15.60384,23/05/2024,Cancelled,INV-1409,NULL
T6543,1,Expense,Restaurant,Restaurant,74.43936,23/05/2024,Cancelled,NULL,NULL
T1423,2,Income,Freelance,Freelance,3607.866,23/05/2024,Completed,NULL,NULL
T9062,1,Income,Salary,Salary,1224.468,23/05/2024,Pending,NULL,NULL
T6054,2,Expense,Entertainment,Spotify,17.9676,23/05/2024,Pending,INV-1842,NULL
T9120,2,Expense,Taxes,Taxes,45.06264,24/05/2024,Completed,INV-9067,NULL
T2193,2,Income,Salary,Salary,7966.566,24/05/2024,Completed,NULL,NULL
T4297,2,Income,Freelance,Freelance,2639.88,24/05/2024,Pending,NULL,NULL
T3078,2,Expense,Personal Care,Personal Care,90.3942,25/05/2024,Cancelled,NULL,NULL
T6406,1,Expense,Food and Drink,Food and Drink,96.65028,25/05/2024,Cancelled,INV-6689,NULL
T8946,2,Expense,Personal Care,Personal Care,55.57392,26/05/2024,Cancelled,NULL,NULL
T5673,2,Expense,Transport,Transport,82.12104,26/05/2024,Cancelled,NULL,NULL
T9641,2,Income,Freelance,Freelance,8335.854,26/05/2024,Pending,NULL,NULL
T3796,1,Income,Bonus,Bonus,1621.62,26/05/2024,Cancelled,NULL,NULL
T5673,1,Expense,Taxes,Taxes,50.51376,27/05/2024,Cancelled,INV-4059,NULL
T2018,2,Income,Bonus,Bonus,2119.518,27/05/2024,Cancelled,NULL,NULL
T8250,2,Expense,Taxes,Taxes,103.53852,27/05/2024,Pending,INV-6786,NULL
T8501,2,Expense,Utilities,Utilities,26.5428,28/05/2024,Pending,NULL,NULL
T7623,1,Expense,Transport,Transport,34.58808,28/05/2024,Completed,NULL,NULL
T7550,1,Expense,Rent,Rent,66.70944,28/05/2024,Pending,NULL,NULL
T5241,1,Expense,Groceries,Groceries,89.20296,28/05/2024,Completed,INV-8305,NULL
T5805,2,Expense,Sending Money to Family,Sending Money to Family,124.2954,28/05/2024,Pending,NULL,NULL
T1828,1,Income,Freelance,Freelance,7889.688,28/05/2024,Pending,NULL,NULL
T3979,1,Expense,Food and Drink,Food and Drink,168.26004,28/05/2024,Completed,INV-5359,NULL
T1564,2,Expense,Taxes,Taxes,77.21784,29/05/2024,Cancelled,INV-1988,NULL
T9437,2,Expense,Personal Care,Personal Care,45.5436,29/05/2024,Cancelled,INV-6188,NULL
T8269,1,Income,Salary,Salary,3378.294,29/05/2024,Completed,NULL,NULL
T7726,1,Expense,Transport,Transport,60.37848,29/05/2024,Completed,INV-5759,NULL
T8637,2,Income,Freelance,Freelance,5745.222,30/05/2024,Completed,NULL,NULL
T4397,1,Income,Salary,Salary,6782.922,30/05/2024,Completed,NULL,NULL
T3628,1,Income,Freelance,Freelance,5337.918,30/05/2024,Pending,NULL,NULL
T1472,2,Expense,Restaurant,Restaurant,148.2012,30/05/2024,Pending,NULL,NULL
T4554,2,Expense,Personal Care,Personal Care,6.46452,30/05/2024,Pending,NULL,NULL
T1561,2,Expense,Personal Care,Personal Care,19.1268,31/05/2024,Pending,INV-3635,NULL
T2846,1,Income,Freelance,Freelance,8627.544,31/05/2024,Completed,NULL,NULL
T4156,2,Income,Bonus,Bonus,541.692,31/05/2024,Cancelled,NULL,NULL
T5608,2,Income,Bonus,Bonus,1399.608,31/05/2024,Completed,NULL,NULL
T2334,2,Income,Bonus,Bonus,7013.196,31/05/2024,Completed,NULL,NULL
T4941,2,Expense,Groceries,Groceries,738.3808,1/6/2024,Completed,INV-1580,NULL
T5964,2,Expense,Utilities,Utilities,783.6672,1/6/2024,Cancelled,NULL,NULL
T7808,2,Income,Freelance,Freelance,92.448,1/6/2024,Completed,NULL,NULL
T7354,1,Expense,Utilities,Utilities,1372.464,1/6/2024,Pending,NULL,NULL
T1645,1,Expense,Food and Drink,Food and Drink,978.8288,1/6/2024,Cancelled,NULL,NULL
T5829,1,Expense,Sending Money to Family,Sending Money to Family,1599.8976,2/6/2024,Pending,NULL,NULL
T4530,1,Income,Freelance,Freelance,2681.874,2/6/2024,Pending,NULL,NULL
T5418,2,Expense,Transport,Transport,994.1888,2/6/2024,Pending,NULL,NULL
T5954,2,Income,Salary,Salary,6763.536,2/6/2024,Cancelled,NULL,NULL
T6258,1,Expense,Transport,Transport,1554.0704,3/6/2024,Pending,NULL,NULL
T9527,1,Expense,Rent,Rent,670.0288,3/6/2024,Cancelled,NULL,NULL
T9401,1,Income,Freelance,Freelance,1571.004,3/6/2024,Pending,NULL,NULL
T7428,2,Income,Freelance,Freelance,3593.52,4/6/2024,Cancelled,NULL,NULL
T5496,2,Income,Freelance,Freelance,1358.73,4/6/2024,Completed,NULL,NULL
T4503,1,Expense,Entertainment,Restaurant,387.5616,4/6/2024,Completed,INV-9001,NULL
T1185,2,Income,Bonus,Bonus,2601.09,4/6/2024,Cancelled,NULL,NULL
T6051,2,Expense,Utilities,Utilities,1033.8944,5/6/2024,Pending,INV-2657,NULL
T1061,1,Expense,Rent,Rent,1525.0944,5/6/2024,Completed,NULL,NULL
T9941,2,Income,Freelance,Freelance,1889.91,5/6/2024,Completed,NULL,NULL
T8377,2,Income,Salary,Salary,7658.406,5/6/2024,Pending,NULL,NULL
T9940,2,Expense,Rent,Rent,798.1632,5/6/2024,Cancelled,NULL,NULL
T8689,2,Income,Salary,Salary,1710.54,5/6/2024,Completed,NULL,NULL
T9019,1,Income,Salary,Salary,1475.514,6/6/2024,Pending,NULL,NULL
T3794,2,Income,Freelance,Freelance,6617.556,6/6/2024,Pending,NULL,NULL
T8181,1,Expense,Food and Drink,Food and Drink,143.6096,6/6/2024,Completed,INV-6264,NULL
T9897,2,Expense,Utilities,Utilities,1443.9712,7/6/2024,Cancelled,NULL,NULL
T5199,2,Expense,Utilities,Utilities,545.68,7/6/2024,Completed,NULL,NULL
T6584,2,Expense,Taxes,Taxes,1338.4064,7/6/2024,Pending,INV-9525,NULL
T3660,1,Expense,Transport,Transport,1423.1584,7/6/2024,Pending,NULL,NULL
T7868,1,Expense,Rent,Rent,95.5584,7/6/2024,Completed,NULL,NULL
T2621,2,Income,Salary,Salary,5904.252,8/6/2024,Cancelled,NULL,NULL
T1613,1,Expense,Restaurant,Restaurant,2713.6768,8/6/2024,Completed,NULL,NULL
T2277,1,Income,Bonus,Bonus,8994.528,8/6/2024,Cancelled,NULL,NULL
T7346,1,Expense,Sending Money to Family,Sending Money to Family,455.4848,8/6/2024,Completed,NULL,NULL
T1893,1,Expense,Food and Drink,Food and Drink,705.712,8/6/2024,Completed,NULL,NULL
T7113,2,Expense,Entertainment,Sports,271.04,8/6/2024,Cancelled,NULL,NULL
T4396,1,Expense,Restaurant,Restaurant,3152.6272,9/6/2024,Pending,NULL,NULL
T3441,1,Income,Salary,Salary,2686.212,9/6/2024,Pending,NULL,NULL
T5931,2,Income,Bonus,Bonus,5803.254,9/6/2024,Completed,NULL,NULL
T5270,1,Expense,Restaurant,Restaurant,765.184,9/6/2024,Completed,NULL,NULL
T3247,2,Expense,Restaurant,Restaurant,1908.6464,9/6/2024,Pending,NULL,NULL
T1117,2,Expense,Rent,Rent,406.2912,10/6/2024,Cancelled,NULL,NULL
T5457,1,Income,Freelance,Freelance,5936.652,10/6/2024,Pending,NULL,NULL
T5160,1,Income,Salary,Salary,3453.642,10/6/2024,Completed,NULL,NULL
T8094,2,Expense,Food and Drink,Food and Drink,1255.1648,11/6/2024,Pending,INV-2224,NULL
T6850,1,Expense,Transport,Transport,1466.9504,11/6/2024,Pending,INV-5015,NULL
T6959,2,Expense,Sending Money to Family,Sending Money to Family,1277.0016,11/6/2024,Pending,NULL,NULL
T5477,1,Expense,Restaurant,Restaurant,658.496,12/6/2024,Cancelled,NULL,NULL
T7466,1,Expense,Utilities,Utilities,54.22716,13/06/2024,Cancelled,INV-8206,NULL
T6103,1,Expense,Utilities,Utilities,38.47608,13/06/2024,Completed,INV-1042,NULL
T9155,1,Expense,Utilities,Utilities,89.61336,13/06/2024,Cancelled,INV-2965,NULL
T3239,2,Expense,Utilities,Utilities,33.62292,14/06/2024,Cancelled,NULL,NULL
T9700,1,Expense,Entertainment,Microsoft,129.24468,14/06/2024,Pending,NULL,NULL
T7881,1,Expense,Personal Care,Personal Care,117.92844,14/06/2024,Completed,INV-5927,NULL
T7283,1,Income,Freelance,Freelance,8717.4,15/06/2024,Cancelled,NULL,NULL
T6955,1,Income,Freelance,Freelance,3758.454,15/06/2024,Pending,NULL,NULL
T6293,2,Expense,Taxes,Taxes,40.41936,15/06/2024,Pending,NULL,NULL
T6817,2,Income,Freelance,Freelance,8775.99,15/06/2024,Cancelled,NULL,NULL
T1616,2,Income,Salary,Salary,8811.504,15/06/2024,Cancelled,NULL,NULL
T2193,2,Expense,Utilities,Utilities,88.25796,16/06/2024,Completed,INV-8322,NULL
T9128,1,Income,Bonus,Bonus,5980.356,16/06/2024,Cancelled,NULL,NULL
T6148,1,Expense,Groceries,Groceries,83.2446,16/06/2024,Cancelled,NULL,NULL
T3292,2,Expense,Restaurant,Restaurant,256.07808,16/06/2024,Completed,NULL,NULL
T5260,1,Expense,Sending Money to Family,Sending Money to Family,92.82024,17/06/2024,Pending,INV-2342,NULL
T3113,2,Expense,Rent,Rent,212.89392,17/06/2024,Cancelled,NULL,NULL
T6534,1,Income,Freelance,Freelance,3118.428,17/06/2024,Completed,NULL,NULL
T6808,1,Income,Bonus,Bonus,4957.956,17/06/2024,Cancelled,NULL,NULL
T3340,1,Expense,Taxes,Taxes,84.33468,17/06/2024,Completed,NULL,NULL
T6434,1,Expense,Taxes,Taxes,104.18328,18/06/2024,Cancelled,NULL,NULL
T9384,2,Income,Bonus,Bonus,4965.462,18/06/2024,Cancelled,NULL,NULL
T9778,1,Expense,Transport,Transport,88.1226,18/06/2024,Cancelled,NULL,NULL
T7460,1,Expense,Sending Money to Family,Sending Money to Family,15.79104,18/06/2024,Cancelled,INV-6958,NULL
T5510,2,Income,Salary,Salary,2400.678,18/06/2024,Cancelled,NULL,NULL
T2354,2,Expense,Food and Drink,Food and Drink,74.92212,18/06/2024,Cancelled,NULL,NULL
T9587,1,Expense,Transport,Transport,164.96136,19/06/2024,Cancelled,INV-2365,NULL
T4633,1,Expense,Personal Care,Personal Care,147.98448,19/06/2024,Cancelled,INV-5671,NULL
T7419,1,Income,Freelance,Freelance,5821.902,19/06/2024,Pending,NULL,NULL
T6388,1,Expense,Rent,Rent,338.12352,19/06/2024,Completed,NULL,NULL
T7589,2,Expense,Rent,Rent,108.40752,19/06/2024,Pending,NULL,NULL
T5482,1,Expense,Entertainment,Spotify,85.19436,19/06/2024,Completed,NULL,NULL
T8587,1,Expense,Sending Money to Family,Sending Money to Family,23.64048,19/06/2024,Cancelled,NULL,NULL
T2463,2,Income,Bonus,Bonus,4247.136,20/06/2024,Cancelled,NULL,NULL
T6756,1,Expense,Personal Care,Personal Care,18.32868,21/06/2024,Cancelled,NULL,NULL
T6900,1,Expense,Rent,Rent,47.52648,21/06/2024,Completed,NULL,NULL
T3306,1,Expense,Personal Care,Personal Care,50.03208,21/06/2024,Completed,INV-1766,NULL
T2376,1,Expense,Entertainment,Restaurant,115.04772,22/06/2024,Pending,NULL,NULL
T4264,2,Income,Freelance,Freelance,1235.16,22/06/2024,Cancelled,NULL,NULL
T4411,2,Expense,Food and Drink,Food and Drink,81.92988,22/06/2024,Completed,INV-9591,NULL
T8226,1,Income,Freelance,Freelance,5418.27,22/06/2024,Completed,NULL,NULL
T9416,2,Expense,Rent,Rent,303.45912,22/06/2024,Pending,NULL,NULL
T1451,1,Expense,Restaurant,Restaurant,203.12784,22/06/2024,Completed,NULL,NULL
T9530,2,Income,Freelance,Freelance,3465,23/06/2024,Cancelled,NULL,NULL
T3196,2,Income,Freelance,Freelance,8764.38,24/06/2024,Completed,NULL,NULL
T5981,2,Expense,Rent,Rent,200.76408,24/06/2024,Completed,NULL,NULL
T8966,1,Expense,Transport,Transport,76.83084,24/06/2024,Cancelled,INV-5940,NULL
T1822,2,Income,Salary,Salary,2302.92,25/06/2024,Cancelled,NULL,NULL
T8741,2,Income,Freelance,Freelance,3595.122,25/06/2024,Completed,NULL,NULL
T8733,2,Expense,Sending Money to Family,Sending Money to Family,7.05276,26/06/2024,Pending,NULL,NULL
T5039,1,Expense,Taxes,Taxes,40.72716,27/06/2024,Pending,INV-5849,NULL
T5161,2,Expense,Restaurant,Restaurant,85.7088,27/06/2024,Cancelled,NULL,NULL
T4107,2,Expense,Rent,Rent,341.9172,27/06/2024,Completed,NULL,NULL
T3329,2,Expense,Rent,Rent,234.162,27/06/2024,Completed,NULL,NULL
T9363,1,Expense,Rent,Rent,193.59072,27/06/2024,Pending,NULL,NULL
T7310,1,Income,Bonus,Bonus,7303.698,27/06/2024,Pending,NULL,NULL
T1211,1,Income,Salary,Salary,4600.998,27/06/2024,Cancelled,NULL,NULL
T7819,1,Expense,Rent,Rent,339.26544,28/06/2024,Completed,NULL,NULL
T3381,2,Income,Bonus,Bonus,4301.28,28/06/2024,Pending,NULL,NULL
T8658,1,Expense,Transport,Transport,176.77404,28/06/2024,Cancelled,NULL,NULL
T3949,1,Expense,Food and Drink,Food and Drink,106.45704,28/06/2024,Completed,INV-3600,NULL
T6542,2,Income,Bonus,Bonus,499.122,28/06/2024,Cancelled,NULL,NULL
T6904,1,Income,Salary,Salary,8003.898,29/06/2024,Completed,NULL,NULL
T8788,2,Expense,Utilities,Utilities,161.04708,29/06/2024,Cancelled,NULL,NULL
T3239,1,Expense,Groceries,Groceries,13.21128,29/06/2024,Cancelled,NULL,NULL
T2011,2,Income,Freelance,Freelance,3080.124,30/06/2024,Completed,NULL,NULL
T2347,2,Expense,Restaurant,Restaurant,48.28176,30/06/2024,Pending,NULL,NULL
T4381,1,Income,Salary,Salary,6190.092,30/06/2024,Cancelled,NULL,NULL
T9988,2,Expense,Personal Care,Personal Care,1547.44,1/7/2024,Pending,INV-2581,NULL
T9341,1,Expense,Personal Care,Personal Care,287.4592,1/7/2024,Completed,NULL,NULL
T5835,1,Expense,Entertainment,Spotify,34.8736,1/7/2024,Pending,INV-1331,NULL
T1881,1,Expense,Sending Money to Family,Sending Money to Family,971.488,1/7/2024,Cancelled,NULL,NULL
T7858,2,Income,Freelance,Freelance,6643.242,1/7/2024,Completed,NULL,NULL
T9534,2,Income,Bonus,Bonus,5156.136,2/7/2024,Completed,NULL,NULL
T8979,1,Expense,Entertainment,Google,828.6688,2/7/2024,Completed,INV-9172,NULL
T8244,1,Expense,Sending Money to Family,Sending Money to Family,929.3248,2/7/2024,Cancelled,NULL,NULL
T4703,1,Expense,Personal Care,Personal Care,628.096,3/7/2024,Pending,INV-1548,NULL
T4655,2,Expense,Restaurant,Restaurant,880.8,3/7/2024,Completed,NULL,NULL
T4806,2,Expense,Personal Care,Personal Care,801.8528,3/7/2024,Cancelled,INV-9609,NULL
T8237,1,Expense,Taxes,Taxes,974.816,3/7/2024,Pending,NULL,NULL
T8672,2,Expense,Food and Drink,Food and Drink,576.544,3/7/2024,Completed,NULL,NULL
T7969,1,Expense,Entertainment,Amazon,427.2896,3/7/2024,Pending,INV-2457,NULL
T9990,2,Expense,Transport,Transport,1176.5216,3/7/2024,Completed,INV-1479,NULL
T9644,2,Income,Bonus,Bonus,5494.986,4/7/2024,Completed,NULL,NULL
T6739,2,Expense,Sending Money to Family,Sending Money to Family,788.224,4/7/2024,Completed,INV-9362,NULL
T7402,2,Income,Freelance,Freelance,1885.41,4/7/2024,Completed,NULL,NULL
T8137,2,Income,Salary,Salary,1533.798,4/7/2024,Completed,NULL,NULL
T1348,2,Income,Freelance,Freelance,2750.382,4/7/2024,Cancelled,NULL,NULL
T3549,1,Expense,Sending Money to Family,Sending Money to Family,710.7648,4/7/2024,Cancelled,INV-3087,NULL
T6096,2,Expense,Food and Drink,Food and Drink,232.192,4/7/2024,Completed,INV-1656,NULL
T7121,2,Expense,Taxes,Taxes,415.8432,4/7/2024,Completed,INV-5542,NULL
T6512,2,Expense,Rent,Rent,2729.9392,4/7/2024,Cancelled,NULL,NULL
T8162,2,Expense,Sending Money to Family,Sending Money to Family,656.096,5/7/2024,Pending,NULL,NULL
T5272,2,Expense,Food and Drink,Food and Drink,1225.7184,5/7/2024,Cancelled,NULL,NULL
T8213,2,Expense,Transport,Transport,744.304,6/7/2024,Cancelled,NULL,NULL
T8132,2,Income,Salary,Salary,4584.672,6/7/2024,Completed,NULL,NULL
T3337,2,Expense,Entertainment,Amazon,1448.5472,7/7/2024,Completed,INV-9262,NULL
T3995,1,Income,Freelance,Freelance,2641.896,7/7/2024,Pending,NULL,NULL
T5686,2,Expense,Personal Care,Personal Care,1399.264,7/7/2024,Completed,NULL,NULL
T6984,1,Income,Salary,Salary,1705.806,7/7/2024,Completed,NULL,NULL
T1791,2,Expense,Groceries,Groceries,1019.6,8/7/2024,Completed,NULL,NULL
T7155,1,Expense,Restaurant,Restaurant,1553.8112,9/7/2024,Pending,NULL,NULL
T3011,2,Expense,Restaurant,Restaurant,2371.4112,9/7/2024,Completed,NULL,NULL
T7784,1,Expense,Taxes,Taxes,759.1968,9/7/2024,Completed,NULL,NULL
T5980,1,Expense,Restaurant,Restaurant,2179.232,9/7/2024,Completed,NULL,NULL
T4071,1,Expense,Rent,Rent,1556.8448,9/7/2024,Pending,NULL,NULL
T3560,1,Expense,Restaurant,Restaurant,3085.7024,9/7/2024,Cancelled,NULL,NULL
T8908,1,Expense,Groceries,Groceries,1345.5904,9/7/2024,Completed,INV-2115,NULL
T1334,2,Expense,Groceries,Groceries,498.6496,9/7/2024,Completed,INV-7960,NULL
T2947,2,Expense,Entertainment,Travel,853.0048,10/7/2024,Cancelled,NULL,NULL
T9328,1,Expense,Taxes,Taxes,386.4992,10/7/2024,Completed,NULL,NULL
T2084,2,Expense,Personal Care,Personal Care,822.9248,10/7/2024,Cancelled,INV-6933,NULL
T4911,2,Income,Bonus,Bonus,7152.948,11/7/2024,Pending,NULL,NULL
T8253,2,Income,Bonus,Bonus,4821.462,11/7/2024,Pending,NULL,NULL
T7849,2,Income,Bonus,Bonus,4850.244,11/7/2024,Cancelled,NULL,NULL
T6397,2,Expense,Restaurant,Restaurant,1603.3152,11/7/2024,Pending,NULL,NULL
T8439,2,Expense,Restaurant,Restaurant,1155.8688,11/7/2024,Pending,INV-8046,NULL
T7652,2,Income,Salary,Salary,569.196,11/7/2024,Completed,NULL,NULL
T1581,1,Income,Bonus,Bonus,7050.744,12/7/2024,Completed,NULL,NULL
T4723,2,Expense,Restaurant,Restaurant,760.9664,12/7/2024,Pending,NULL,NULL
T3473,2,Expense,Restaurant,Restaurant,1250.976,12/7/2024,Completed,NULL,NULL
T8931,1,Expense,Transport,Transport,594.2912,12/7/2024,Completed,NULL,NULL
T2998,2,Income,Freelance,Freelance,1869.57,12/7/2024,Pending,NULL,NULL
T4904,2,Expense,Personal Care,Personal Care,1485.8688,12/7/2024,Cancelled,INV-4437,NULL
T4235,1,Income,Freelance,Freelance,2751.462,13/07/2024,Completed,NULL,NULL
T5467,1,Income,Freelance,Freelance,2987.424,13/07/2024,Pending,NULL,NULL
T8168,2,Expense,Entertainment,Spotify,11.2302,13/07/2024,Pending,INV-9905,NULL
T3930,1,Income,Bonus,Bonus,3874.014,13/07/2024,Completed,NULL,NULL
